customer_id,tenure_months,monthly_charges,total_charges,num_products,support_calls,contract_type,payment_method,age_group,signup_month,cohort,churn
CUST_2648,16,75.38,1157.69,5,3,One Year,Electronic Check,Senior,10,2022-10,0
CUST_2649,13,65.68,882.06,2,2,One Year,Electronic Check,Middle Age,5,2022-05,0
CUST_2650,14,46.44,592.07,3,2,Month-to-Month,Bank Transfer,Senior,8,2023-08,1
CUST_2651,5,99.4,613.65,1,4,Month-to-Month,Bank Transfer,Senior,4,2022-04,1
CUST_2652,11,57.55,697.85,1,4,Month-to-Month,Electronic Check,Young Adult,9,2022-09,1
CUST_2653,11,33.19,365.72,3,1,Month-to-Month,Electronic Check,Middle Age,4,2022-04,1
CUST_2654,1,96.56,139.93,1,2,Month-to-Month,Bank Transfer,Senior,5,2021-05,1
CUST_2655,35,59.91,2015.01,4,3,Month-to-Month,Credit Card,Senior,12,2021-12,1
CUST_2656,12,57.84,820.25,1,0,Month-to-Month,Electronic Check,Young Adult,12,2022-12,0
CUST_2657,41,34.69,1392.78,4,1,Month-to-Month,Electronic Check,Young Adult,12,2022-12,0
CUST_2658,45,104.82,4710.88,3,7,Month-to-Month,Electronic Check,Middle Age,7,2021-07,1
CUST_2659,5,44.21,128.25,4,3,Month-to-Month,Credit Card,Young Adult,9,2021-09,1
CUST_2660,25,71.17,1803.56,1,2,One Year,Electronic Check,Young Adult,5,2022-05,0
CUST_2661,15,88.25,1268.43,2,7,Month-to-Month,Bank Transfer,Young Adult,7,2022-07,1
CUST_2662,50,78.43,3926.58,4,4,One Year,Mailed Check,Young Adult,4,2021-04,0
CUST_2663,5,68.81,316.84,1,1,One Year,Electronic Check,Middle Age,2,2021-02,0
CUST_2664,27,35.97,917.3,2,3,Two Year,Electronic Check,Senior,2,2021-02,0
CUST_2665,22,53.81,1143.6,3,2,Month-to-Month,Electronic Check,Young Adult,5,2021-05,1
CUST_2666,8,73.76,601.37,3,3,Month-to-Month,Credit Card,Middle Age,2,2022-02,1
CUST_2667,3,54.26,98.71,5,11,Month-to-Month,Bank Transfer,Middle Age,2,2021-02,1
CUST_2668,25,74.07,1814.31,3,4,Two Year,Credit Card,Senior,2,2021-02,0
CUST_2669,32,83.63,2709.32,5,1,One Year,Electronic Check,Middle Age,4,2021-04,0
CUST_2670,9,89.25,933.37,3,2,Month-to-Month,Bank Transfer,Young Adult,8,2023-08,1
CUST_2671,24,45.48,1115.4,3,3,Month-to-Month,Bank Transfer,Senior,7,2023-07,0
CUST_2672,12,113.93,1321.3,3,2,Month-to-Month,Electronic Check,Senior,5,2021-05,1
CUST_2673,29,85.35,2456.79,5,2,Month-to-Month,Electronic Check,Middle Age,7,2022-07,0
CUST_2674,5,69.97,351.43,5,2,One Year,Credit Card,Young Adult,6,2021-06,0
CUST_2675,53,91.79,4847.4,4,2,Month-to-Month,Electronic Check,Young Adult,8,2021-08,0
CUST_2676,8,117.31,983.63,1,2,Month-to-Month,Credit Card,Young Adult,8,2021-08,1
CUST_2677,11,41.23,464.4,1,7,Month-to-Month,Bank Transfer,Young Adult,7,2021-07,1
CUST_2678,1,65.49,110.88,1,3,Month-to-Month,Electronic Check,Young Adult,5,2023-05,1
CUST_2679,2,22.43,29.14,3,0,Month-to-Month,Bank Transfer,Young Adult,6,2021-06,1
CUST_2680,17,73.85,1321.73,1,5,Month-to-Month,Bank Transfer,Middle Age,11,2021-11,1
CUST_2681,7,77.31,532.85,5,2,Month-to-Month,Electronic Check,Senior,11,2023-11,1
CUST_2682,43,69.22,2927.9,4,4,One Year,Credit Card,Middle Age,10,2021-10,0
CUST_2683,1,56.91,165.78,2,2,Month-to-Month,Credit Card,Young Adult,8,2022-08,1
CUST_2684,11,29.01,227.86,4,3,Month-to-Month,Electronic Check,Senior,7,2023-07,1
CUST_2685,9,77.47,660.29,1,3,Two Year,Electronic Check,Senior,5,2021-05,0
CUST_2686,1,99.11,67.76,1,8,Month-to-Month,Credit Card,Young Adult,10,2022-10,1
CUST_2687,3,58.18,299.96,5,5,Month-to-Month,Bank Transfer,Young Adult,8,2021-08,1
CUST_2688,12,78.8,1035.94,4,7,Month-to-Month,Credit Card,Young Adult,4,2021-04,1
CUST_2689,16,38.64,692.94,5,3,Month-to-Month,Electronic Check,Middle Age,6,2022-06,1
CUST_2690,12,79.14,933.15,5,2,Month-to-Month,Mailed Check,Young Adult,4,2022-04,1
CUST_2691,18,62.13,1239.65,2,4,Month-to-Month,Bank Transfer,Young Adult,12,2022-12,1
CUST_2692,21,54.75,1168.17,5,4,Month-to-Month,Credit Card,Middle Age,5,2021-05,0
CUST_2693,1,54.79,103.65,5,3,One Year,Credit Card,Middle Age,10,2022-10,0
CUST_2694,14,62.13,878.8,2,3,Month-to-Month,Credit Card,Middle Age,3,2022-03,1
CUST_2695,72,77.65,5588.33,3,0,Two Year,Mailed Check,Middle Age,2,2021-02,0
CUST_2696,17,43.76,731.33,3,3,One Year,Electronic Check,Young Adult,11,2021-11,0
CUST_2697,27,62.06,1665.14,2,1,One Year,Bank Transfer,Middle Age,1,2021-01,0
CUST_2698,8,69.17,583.78,5,1,One Year,Credit Card,Middle Age,3,2021-03,0
CUST_2699,35,48.02,1699.06,1,3,Month-to-Month,Bank Transfer,Middle Age,11,2023-11,0
CUST_2700,35,105.93,3705.98,4,2,Month-to-Month,Bank Transfer,Middle Age,1,2021-01,0
CUST_2701,17,52.93,975.29,1,3,Two Year,Credit Card,Young Adult,6,2022-06,0
CUST_2702,72,56.61,3927.58,1,3,Month-to-Month,Mailed Check,Young Adult,11,2022-11,0
CUST_2703,3,50.43,176.78,5,1,Month-to-Month,Mailed Check,Young Adult,2,2021-02,1
CUST_2704,1,105.97,141.86,4,3,Month-to-Month,Electronic Check,Young Adult,3,2022-03,1
CUST_2705,35,81.06,2894.45,4,3,Month-to-Month,Electronic Check,Young Adult,8,2022-08,0
CUST_2706,39,51.27,1996.29,3,4,Month-to-Month,Bank Transfer,Young Adult,5,2023-05,1
CUST_2707,3,92.12,286.76,2,1,Month-to-Month,Mailed Check,Middle Age,12,2023-12,1
CUST_2708,7,74.01,567.37,5,1,One Year,Credit Card,Young Adult,2,2021-02,1
CUST_2709,1,75.15,149.71,4,2,Month-to-Month,Electronic Check,Senior,2,2023-02,1
CUST_2710,8,63.11,489.85,5,2,One Year,Credit Card,Senior,3,2022-03,0
CUST_2711,35,55.01,1938.7,3,2,Month-to-Month,Electronic Check,Middle Age,3,2021-03,0
CUST_2712,17,76.76,1388.85,1,3,Month-to-Month,Credit Card,Middle Age,8,2021-08,1
CUST_2713,10,59.1,484.8,4,0,Month-to-Month,Credit Card,Senior,5,2022-05,0
CUST_2714,11,106.34,1135.24,3,6,One Year,Credit Card,Middle Age,8,2022-08,1
CUST_2715,1,44.61,117.9,5,2,Two Year,Mailed Check,Senior,4,2022-04,0
CUST_2716,8,100.72,860.39,3,5,Month-to-Month,Credit Card,Senior,9,2022-09,1
CUST_2717,24,67.77,1652.6,3,0,Month-to-Month,Electronic Check,Senior,3,2023-03,0
CUST_2718,72,75.98,5448.13,3,2,One Year,Credit Card,Middle Age,2,2022-02,0
CUST_2719,45,86.66,3855.61,3,5,One Year,Electronic Check,Young Adult,6,2021-06,0
CUST_2720,1,57.4,27.84,3,4,Month-to-Month,Bank Transfer,Young Adult,11,2023-11,1
CUST_2721,54,87.28,4790.52,3,2,Month-to-Month,Credit Card,Middle Age,4,2021-04,0
CUST_2722,36,20.0,688.58,2,2,Two Year,Bank Transfer,Middle Age,2,2022-02,0
CUST_2723,36,55.6,2006.67,5,3,Month-to-Month,Mailed Check,Young Adult,6,2022-06,0
CUST_2724,14,51.52,683.59,1,1,Month-to-Month,Credit Card,Young Adult,4,2021-04,0
CUST_2725,12,44.93,581.3,5,3,Month-to-Month,Mailed Check,Middle Age,10,2021-10,0
CUST_2726,8,65.7,498.66,4,6,One Year,Electronic Check,Middle Age,11,2022-11,1
CUST_2727,1,77.71,72.83,4,2,Month-to-Month,Credit Card,Middle Age,4,2023-04,1
CUST_2728,6,84.05,420.13,5,3,One Year,Electronic Check,Middle Age,10,2022-10,0
CUST_2729,6,74.82,368.25,3,1,One Year,Electronic Check,Middle Age,4,2023-04,0
CUST_2730,15,56.69,850.73,2,0,Month-to-Month,Credit Card,Young Adult,4,2022-04,1
CUST_2731,33,77.38,2487.28,1,2,Month-to-Month,Electronic Check,Senior,8,2023-08,1
CUST_2732,15,72.49,1192.6,3,3,Two Year,Electronic Check,Young Adult,1,2022-01,0
CUST_2733,1,88.72,0.0,5,6,Month-to-Month,Electronic Check,Senior,9,2021-09,1
CUST_2734,72,85.54,6118.87,5,1,Month-to-Month,Credit Card,Senior,3,2021-03,0
CUST_2735,68,70.61,4802.32,2,2,Two Year,Electronic Check,Middle Age,5,2022-05,0
CUST_2736,36,52.05,1855.54,2,4,Two Year,Credit Card,Middle Age,5,2022-05,0
CUST_2737,72,56.94,4044.47,5,3,Month-to-Month,Credit Card,Middle Age,4,2023-04,0
CUST_2738,18,59.0,1014.1,3,6,Month-to-Month,Credit Card,Senior,4,2023-04,1
CUST_2739,72,63.69,4536.15,3,2,Month-to-Month,Electronic Check,Young Adult,7,2022-07,0
CUST_2740,1,75.36,61.02,3,4,Two Year,Credit Card,Middle Age,4,2023-04,0
CUST_2741,10,84.3,940.6,1,6,One Year,Credit Card,Young Adult,10,2021-10,1
CUST_2742,6,68.98,417.78,1,2,Month-to-Month,Credit Card,Senior,3,2021-03,1
CUST_2743,5,70.32,410.75,3,3,One Year,Bank Transfer,Senior,11,2022-11,0
CUST_2744,3,72.87,243.96,5,1,One Year,Electronic Check,Middle Age,9,2021-09,0
CUST_2745,23,59.68,1428.33,2,6,Month-to-Month,Bank Transfer,Middle Age,4,2023-04,1
CUST_2746,36,51.49,1713.64,4,4,One Year,Electronic Check,Young Adult,4,2022-04,0
CUST_2747,20,34.89,682.58,2,2,Month-to-Month,Credit Card,Middle Age,10,2021-10,0
CUST_2748,3,56.1,233.66,2,4,One Year,Electronic Check,Senior,12,2022-12,1
CUST_2749,39,79.46,3070.35,4,4,Month-to-Month,Bank Transfer,Middle Age,8,2021-08,1
CUST_2750,24,55.94,1430.68,3,2,One Year,Credit Card,Middle Age,12,2021-12,0
CUST_2751,11,65.24,791.83,2,5,Month-to-Month,Mailed Check,Senior,11,2021-11,1
CUST_2752,26,79.33,2039.12,4,2,Month-to-Month,Mailed Check,Middle Age,7,2021-07,1
CUST_2753,7,80.41,537.71,5,2,Month-to-Month,Mailed Check,Senior,4,2022-04,1
CUST_2754,10,48.41,433.42,5,3,One Year,Electronic Check,Middle Age,8,2021-08,0
CUST_2755,59,89.94,5274.98,5,4,Month-to-Month,Credit Card,Young Adult,10,2021-10,0
CUST_2756,8,92.55,678.77,3,2,One Year,Credit Card,Middle Age,2,2021-02,0
CUST_2757,15,47.4,732.44,2,3,Month-to-Month,Credit Card,Senior,9,2022-09,1
CUST_2758,53,53.52,2763.76,2,5,One Year,Electronic Check,Middle Age,2,2021-02,0
CUST_2759,29,93.82,2750.97,1,4,Month-to-Month,Electronic Check,Middle Age,10,2021-10,1
CUST_2760,1,67.06,98.46,5,2,Month-to-Month,Bank Transfer,Senior,3,2021-03,1
CUST_2761,3,25.6,0.0,3,4,Month-to-Month,Mailed Check,Senior,6,2022-06,1
CUST_2762,1,42.01,119.5,4,2,Month-to-Month,Credit Card,Senior,7,2021-07,1
CUST_2763,23,65.01,1520.91,3,3,One Year,Electronic Check,Middle Age,9,2021-09,0
CUST_2764,14,46.74,691.84,2,2,One Year,Mailed Check,Middle Age,8,2022-08,0
CUST_2765,3,61.73,147.26,5,2,Month-to-Month,Credit Card,Senior,11,2023-11,1
CUST_2766,72,70.65,5117.92,1,4,One Year,Mailed Check,Middle Age,6,2022-06,0
CUST_2767,18,99.25,1842.82,3,0,Month-to-Month,Bank Transfer,Middle Age,8,2023-08,0
CUST_2768,6,64.19,380.21,1,1,Month-to-Month,Credit Card,Middle Age,11,2023-11,1
CUST_2769,16,91.45,1563.3,2,6,Month-to-Month,Bank Transfer,Middle Age,11,2023-11,1
CUST_2770,27,98.58,2663.86,4,3,Month-to-Month,Bank Transfer,Young Adult,5,2023-05,1
CUST_2771,1,98.69,155.73,3,4,One Year,Credit Card,Young Adult,10,2023-10,0
CUST_2772,7,75.7,544.55,2,6,Two Year,Electronic Check,Middle Age,10,2022-10,0
CUST_2773,39,30.73,1227.75,5,4,Month-to-Month,Bank Transfer,Middle Age,12,2021-12,0
CUST_2774,14,79.22,1025.51,3,3,Month-to-Month,Electronic Check,Senior,12,2022-12,1
CUST_2775,18,90.97,1656.01,1,2,Two Year,Bank Transfer,Young Adult,9,2022-09,0
CUST_2776,13,68.38,852.19,3,6,Month-to-Month,Credit Card,Middle Age,4,2021-04,1
CUST_2777,1,104.89,62.57,2,8,Month-to-Month,Electronic Check,Senior,1,2021-01,1
CUST_2778,4,87.2,436.01,2,5,Month-to-Month,Bank Transfer,Middle Age,8,2022-08,1
CUST_2779,14,81.37,1128.49,1,2,One Year,Credit Card,Middle Age,5,2022-05,0
CUST_2780,5,91.73,408.48,2,1,One Year,Credit Card,Senior,9,2022-09,0
CUST_2781,1,76.67,58.71,3,6,One Year,Electronic Check,Middle Age,3,2022-03,1
CUST_2782,44,20.14,821.14,1,3,Month-to-Month,Credit Card,Middle Age,9,2021-09,0
CUST_2783,72,60.02,4393.13,2,1,One Year,Electronic Check,Senior,8,2023-08,0
CUST_2784,37,93.94,3441.0,2,2,Month-to-Month,Electronic Check,Young Adult,6,2022-06,0
CUST_2785,46,53.85,2503.56,3,1,Two Year,Electronic Check,Middle Age,11,2023-11,0
CUST_2786,6,65.53,460.99,2,5,Month-to-Month,Electronic Check,Senior,10,2023-10,1
CUST_2787,72,49.1,3510.19,3,3,Month-to-Month,Credit Card,Middle Age,10,2022-10,0
CUST_2788,5,105.68,555.0,5,2,Two Year,Credit Card,Senior,11,2022-11,0
CUST_2789,72,103.63,7409.86,3,4,One Year,Credit Card,Young Adult,8,2021-08,0
CUST_2790,72,52.32,3889.33,4,5,One Year,Credit Card,Middle Age,8,2023-08,0
CUST_2791,29,72.95,2162.37,2,3,Month-to-Month,Bank Transfer,Middle Age,7,2022-07,0
CUST_2792,72,56.39,4050.45,5,2,One Year,Electronic Check,Middle Age,7,2022-07,0
CUST_2793,20,82.3,1607.36,1,6,One Year,Credit Card,Young Adult,3,2021-03,1
CUST_2794,7,80.19,555.63,4,0,One Year,Bank Transfer,Young Adult,7,2022-07,0
CUST_2795,13,86.23,1103.99,1,2,Two Year,Electronic Check,Senior,12,2023-12,0
CUST_2796,21,76.64,1707.09,4,6,Month-to-Month,Credit Card,Senior,3,2022-03,1
CUST_2797,1,120.0,58.72,5,3,Month-to-Month,Credit Card,Middle Age,11,2022-11,1
CUST_2798,23,49.44,1143.86,5,4,One Year,Electronic Check,Middle Age,9,2021-09,0
CUST_2799,72,35.79,2575.96,5,1,Month-to-Month,Electronic Check,Middle Age,11,2023-11,0
CUST_2800,5,62.14,304.83,4,4,Month-to-Month,Bank Transfer,Senior,5,2023-05,1
CUST_2801,37,38.64,1424.25,3,2,Month-to-Month,Credit Card,Middle Age,11,2023-11,0
CUST_2802,57,40.15,2282.75,1,1,One Year,Electronic Check,Senior,8,2022-08,0
CUST_2803,69,49.97,3491.58,3,2,Month-to-Month,Bank Transfer,Senior,12,2022-12,0
CUST_2804,72,51.56,3742.77,3,3,Month-to-Month,Bank Transfer,Middle Age,3,2022-03,0
CUST_2805,17,50.91,886.42,2,3,Month-to-Month,Electronic Check,Young Adult,3,2023-03,1
CUST_2806,72,80.36,5634.22,1,3,Month-to-Month,Credit Card,Middle Age,3,2023-03,0
CUST_2807,33,59.88,1991.03,4,4,Month-to-Month,Bank Transfer,Senior,8,2023-08,0
CUST_2808,4,66.41,182.86,2,3,Month-to-Month,Electronic Check,Middle Age,9,2023-09,1
CUST_2809,15,87.88,1350.52,2,4,Two Year,Credit Card,Senior,7,2022-07,1
CUST_2810,30,54.67,1713.82,5,3,Month-to-Month,Electronic Check,Senior,1,2021-01,0
CUST_2811,6,64.71,341.95,4,1,One Year,Electronic Check,Middle Age,6,2023-06,0
CUST_2812,24,77.32,1842.59,3,1,One Year,Electronic Check,Middle Age,3,2021-03,0
CUST_2813,26,31.17,780.45,3,1,Month-to-Month,Mailed Check,Middle Age,1,2023-01,0
CUST_2814,4,22.3,150.97,3,4,Month-to-Month,Bank Transfer,Young Adult,10,2021-10,1
CUST_2815,19,76.92,1466.23,5,3,Two Year,Credit Card,Middle Age,2,2021-02,0
CUST_2816,35,79.84,2880.82,3,7,Month-to-Month,Credit Card,Young Adult,12,2021-12,1
CUST_2817,16,111.28,1801.17,1,7,Month-to-Month,Electronic Check,Senior,3,2022-03,1
CUST_2818,1,73.16,85.28,3,4,Month-to-Month,Credit Card,Senior,7,2021-07,1
CUST_2819,1,86.39,89.8,3,4,Month-to-Month,Electronic Check,Young Adult,6,2022-06,1
CUST_2820,10,66.09,701.8,1,3,Month-to-Month,Credit Card,Middle Age,2,2021-02,1
CUST_2821,62,75.94,4621.4,5,10,Month-to-Month,Bank Transfer,Middle Age,12,2022-12,1
CUST_2822,6,103.35,624.37,2,3,Month-to-Month,Electronic Check,Senior,5,2023-05,1
CUST_2823,24,27.52,656.98,4,4,One Year,Credit Card,Middle Age,1,2023-01,0
CUST_2824,6,78.27,505.89,5,2,Two Year,Credit Card,Young Adult,3,2021-03,0
CUST_2825,9,112.71,1005.0,3,5,Month-to-Month,Electronic Check,Young Adult,1,2022-01,1
CUST_2826,45,75.64,3351.86,2,2,Month-to-Month,Credit Card,Young Adult,3,2023-03,0
CUST_2827,31,103.01,3193.68,4,3,One Year,Credit Card,Senior,2,2022-02,0
CUST_2828,2,57.42,60.7,4,2,Month-to-Month,Bank Transfer,Middle Age,4,2022-04,1
CUST_2829,13,69.36,805.42,4,3,Month-to-Month,Electronic Check,Senior,5,2023-05,1
CUST_2830,1,70.67,107.03,1,4,One Year,Credit Card,Middle Age,3,2022-03,1
CUST_2831,15,25.65,413.7,1,2,Two Year,Mailed Check,Middle Age,10,2022-10,0
CUST_2832,26,46.64,1235.99,2,5,Month-to-Month,Bank Transfer,Senior,5,2022-05,1
CUST_2833,3,48.06,209.33,3,3,Month-to-Month,Bank Transfer,Senior,11,2023-11,1
CUST_2834,8,86.44,658.27,2,3,Month-to-Month,Electronic Check,Young Adult,7,2022-07,1
CUST_2835,12,87.44,977.72,3,4,Month-to-Month,Electronic Check,Young Adult,10,2023-10,1
CUST_2836,60,76.48,4585.3,5,4,Month-to-Month,Mailed Check,Young Adult,9,2022-09,0
CUST_2837,72,86.48,6209.18,4,4,Month-to-Month,Electronic Check,Senior,8,2022-08,0
CUST_2838,1,66.72,24.61,4,0,Month-to-Month,Mailed Check,Senior,12,2023-12,1
CUST_2839,34,94.04,3193.37,1,2,Month-to-Month,Electronic Check,Young Adult,12,2023-12,1
CUST_2840,11,70.18,741.4,5,6,Month-to-Month,Electronic Check,Young Adult,6,2022-06,1
CUST_2841,11,71.16,690.96,5,2,Two Year,Electronic Check,Middle Age,9,2022-09,0
CUST_2842,33,64.69,2112.71,3,4,Two Year,Credit Card,Middle Age,8,2021-08,0
CUST_2843,60,83.69,4964.58,5,3,One Year,Bank Transfer,Middle Age,12,2022-12,0
CUST_2844,72,61.58,4445.34,1,4,Month-to-Month,Mailed Check,Senior,4,2023-04,0
CUST_2845,20,89.53,1757.8,3,3,Month-to-Month,Credit Card,Senior,11,2022-11,1
CUST_2846,10,47.36,529.18,2,2,One Year,Electronic Check,Young Adult,2,2021-02,0
CUST_2847,37,48.02,1856.93,3,2,One Year,Credit Card,Young Adult,9,2022-09,0
CUST_2848,6,83.75,536.47,2,1,One Year,Bank Transfer,Middle Age,6,2021-06,0
CUST_2849,19,68.23,1218.82,3,3,Month-to-Month,Credit Card,Middle Age,10,2023-10,1
CUST_2850,10,60.92,684.46,4,1,One Year,Electronic Check,Senior,8,2023-08,0
CUST_2851,25,87.8,2273.79,2,6,Two Year,Electronic Check,Middle Age,8,2022-08,0
CUST_2852,6,57.85,348.04,1,1,Month-to-Month,Bank Transfer,Middle Age,4,2021-04,1
CUST_2853,5,66.0,396.15,2,0,Month-to-Month,Credit Card,Middle Age,10,2023-10,0
CUST_2854,60,97.98,5851.22,2,4,Month-to-Month,Bank Transfer,Young Adult,5,2022-05,0
CUST_2855,2,100.78,108.25,3,1,One Year,Electronic Check,Middle Age,1,2023-01,0
CUST_2856,16,101.45,1585.19,4,4,Month-to-Month,Bank Transfer,Senior,9,2022-09,1
CUST_2857,5,64.36,408.27,3,1,Two Year,Electronic Check,Senior,7,2021-07,0
CUST_2858,1,94.61,20.06,3,3,Month-to-Month,Electronic Check,Young Adult,1,2022-01,1
CUST_2859,1,51.02,51.0,4,3,Two Year,Credit Card,Middle Age,11,2023-11,0
CUST_2860,4,51.86,209.15,3,2,Month-to-Month,Bank Transfer,Middle Age,10,2022-10,1
CUST_2861,48,22.99,1077.87,4,4,Month-to-Month,Electronic Check,Middle Age,10,2023-10,0
CUST_2862,7,103.46,702.04,1,5,One Year,Mailed Check,Middle Age,3,2021-03,1
CUST_2863,72,52.72,3799.45,4,1,Two Year,Bank Transfer,Senior,9,2023-09,0
CUST_2864,20,67.47,1321.29,5,3,Two Year,Electronic Check,Young Adult,11,2023-11,0
CUST_2865,13,51.79,602.17,4,6,Month-to-Month,Bank Transfer,Middle Age,11,2021-11,0
CUST_2866,20,83.9,1688.75,4,1,Month-to-Month,Bank Transfer,Senior,12,2021-12,0
CUST_2867,17,62.49,1116.0,5,3,Month-to-Month,Bank Transfer,Senior,1,2022-01,1
CUST_2868,34,43.9,1536.08,4,1,Month-to-Month,Mailed Check,Young Adult,6,2021-06,0
CUST_2869,7,78.83,511.32,2,3,Month-to-Month,Bank Transfer,Middle Age,5,2023-05,1
CUST_2870,10,41.33,350.74,3,4,Month-to-Month,Credit Card,Young Adult,4,2022-04,1
CUST_2871,53,53.25,2808.04,3,4,Two Year,Bank Transfer,Senior,1,2021-01,0
CUST_2872,70,27.86,2028.59,1,3,Month-to-Month,Bank Transfer,Middle Age,7,2023-07,0
CUST_2873,53,41.52,2232.84,1,3,One Year,Credit Card,Young Adult,1,2021-01,0
CUST_2874,13,73.57,991.61,5,3,One Year,Credit Card,Middle Age,1,2023-01,0
CUST_2875,36,30.71,1150.05,2,1,Month-to-Month,Mailed Check,Middle Age,2,2021-02,0
CUST_2876,15,40.38,626.74,1,2,Two Year,Credit Card,Young Adult,9,2022-09,0
CUST_2877,16,69.95,1125.23,3,4,Month-to-Month,Credit Card,Senior,1,2022-01,1
CUST_2878,5,59.13,328.77,1,2,Two Year,Credit Card,Young Adult,8,2022-08,0
CUST_2879,21,109.84,2279.33,1,5,Two Year,Bank Transfer,Middle Age,1,2023-01,0
CUST_2880,4,106.68,356.0,4,0,Two Year,Electronic Check,Middle Age,11,2022-11,0
CUST_2881,9,52.64,509.91,1,3,One Year,Bank Transfer,Senior,1,2022-01,0
CUST_2882,46,81.14,3794.33,5,2,Month-to-Month,Electronic Check,Young Adult,9,2022-09,0
CUST_2883,5,84.99,369.04,3,5,Month-to-Month,Bank Transfer,Middle Age,8,2023-08,1
CUST_2884,1,58.05,99.15,5,6,Month-to-Month,Credit Card,Young Adult,1,2022-01,1
CUST_2885,1,40.09,124.13,5,3,Month-to-Month,Bank Transfer,Senior,7,2022-07,1
CUST_2886,67,69.75,4673.14,2,1,One Year,Credit Card,Young Adult,8,2021-08,0
CUST_2887,16,66.54,1023.74,4,4,One Year,Electronic Check,Middle Age,2,2023-02,0
CUST_2888,12,61.28,741.51,5,1,Month-to-Month,Credit Card,Middle Age,4,2022-04,1
CUST_2889,39,78.85,3047.62,2,4,Month-to-Month,Mailed Check,Young Adult,2,2022-02,1
CUST_2890,43,54.99,2333.73,3,1,Month-to-Month,Bank Transfer,Young Adult,6,2022-06,0
CUST_2891,9,46.96,444.3,3,4,Month-to-Month,Electronic Check,Young Adult,5,2021-05,1
CUST_2892,28,72.18,1940.85,2,1,Month-to-Month,Mailed Check,Senior,11,2021-11,0
CUST_2893,35,77.72,2648.0,5,5,One Year,Bank Transfer,Middle Age,11,2021-11,0
CUST_2894,25,46.47,1162.71,5,2,One Year,Credit Card,Senior,5,2022-05,0
CUST_2895,3,88.56,264.56,4,5,Month-to-Month,Credit Card,Young Adult,12,2023-12,1
CUST_2896,50,34.59,1746.68,4,2,Month-to-Month,Credit Card,Young Adult,8,2023-08,0
CUST_2897,18,58.44,1145.68,3,3,One Year,Electronic Check,Senior,12,2021-12,0
CUST_2898,7,64.84,459.11,4,2,Month-to-Month,Bank Transfer,Middle Age,1,2022-01,0
CUST_2899,13,57.28,774.55,2,1,Two Year,Electronic Check,Senior,10,2023-10,0
CUST_2900,1,58.7,9.92,3,7,Month-to-Month,Credit Card,Senior,2,2022-02,1
CUST_2901,3,107.42,360.66,5,4,Month-to-Month,Bank Transfer,Senior,1,2021-01,1
CUST_2902,34,52.98,1775.0,3,3,Two Year,Mailed Check,Young Adult,4,2021-04,0
CUST_2903,1,118.82,122.39,1,6,Month-to-Month,Electronic Check,Young Adult,2,2022-02,1
CUST_2904,12,78.74,939.44,3,1,Month-to-Month,Credit Card,Young Adult,10,2023-10,1
CUST_2905,17,71.84,1272.93,4,3,One Year,Credit Card,Senior,11,2023-11,1
CUST_2906,1,79.52,14.02,2,5,One Year,Bank Transfer,Middle Age,7,2021-07,1
CUST_2907,72,120.0,8525.84,5,3,Month-to-Month,Mailed Check,Middle Age,12,2022-12,0
CUST_2908,6,50.13,290.11,5,3,Month-to-Month,Electronic Check,Senior,5,2021-05,1
CUST_2909,8,47.59,404.15,4,1,Month-to-Month,Credit Card,Middle Age,5,2023-05,0
CUST_2910,8,54.9,446.81,4,4,One Year,Electronic Check,Young Adult,1,2022-01,0
CUST_2911,6,70.64,485.45,4,4,Month-to-Month,Bank Transfer,Middle Age,2,2022-02,1
CUST_2912,1,35.48,57.35,1,5,One Year,Electronic Check,Young Adult,5,2021-05,1
CUST_2913,31,70.45,2155.76,2,2,One Year,Bank Transfer,Middle Age,7,2022-07,0
CUST_2914,72,103.87,7362.37,1,2,Month-to-Month,Electronic Check,Young Adult,1,2022-01,0
CUST_2915,6,73.03,426.31,4,2,Month-to-Month,Bank Transfer,Young Adult,7,2022-07,1
CUST_2916,26,64.15,1719.3,2,3,Month-to-Month,Electronic Check,Senior,11,2022-11,1
CUST_2917,32,57.64,1824.88,4,3,Month-to-Month,Credit Card,Senior,12,2021-12,1
CUST_2918,45,87.97,3960.07,2,2,One Year,Credit Card,Senior,2,2022-02,0
CUST_2919,13,53.48,716.31,5,2,One Year,Electronic Check,Young Adult,2,2023-02,1
CUST_2920,8,106.93,804.68,1,2,Month-to-Month,Electronic Check,Senior,9,2021-09,1
CUST_2921,9,108.67,1009.19,4,5,Two Year,Electronic Check,Middle Age,8,2022-08,1
CUST_2922,29,75.14,2260.92,4,2,Month-to-Month,Electronic Check,Senior,10,2021-10,0
CUST_2923,40,69.77,2782.16,3,3,Month-to-Month,Electronic Check,Senior,4,2023-04,0
CUST_2924,4,90.61,305.99,5,4,Month-to-Month,Credit Card,Senior,5,2022-05,1
CUST_2925,11,91.9,1007.57,4,2,Month-to-Month,Bank Transfer,Young Adult,9,2022-09,0
CUST_2926,55,53.88,2852.18,1,1,Month-to-Month,Bank Transfer,Senior,4,2021-04,0
CUST_2927,39,59.47,2336.18,5,5,Two Year,Electronic Check,Middle Age,10,2021-10,0
CUST_2928,72,43.55,3158.21,4,4,Month-to-Month,Electronic Check,Young Adult,12,2021-12,0
CUST_2929,33,78.18,2663.72,1,4,Two Year,Bank Transfer,Middle Age,8,2021-08,0
